ID,Age,Gender,Experience_years,Species,Experience,Hunch,Glance,Apaja,Familiar,Delicious,Protect,Parents,Grandparents,OtherRelatives,Books,Internet,Course,Other,FunHobby,Food,ResearchOrScience,Relax,NatureExperience,Exercise,SocialActivity,SpeciesPicture1,SpeciesPicture2,Heuristics,Reported_Heuristics1,Reported_Heuristics2,Reported_Heuristics3
824,67,F,30,3,4,4,4,4,3,2,3,,,,,,,x,x,,,x,,x,,Bolete Russula Lactarius FunnelChanterelle HornOfPlenty,LactariusRufus BrownPuffball ,4,Pick Unidentified Equipment Lost,,
825,40,Other,35,3,2,2,4,4,4,3,5,x,x,,x,x,,,x,x,,x,x,x,,FunnelChanterelle Russula Lactarius Bolete,Bolete,5,Eat White,White Milk Sponge,
826,43,F,30,3,5,5,5,5,4,4,4,x,x,x,x,,,,x,x,,x,x,x,x,HornOfPlenty FunnelChanterelle Chanterelle,Chanterelle,5,Pick,Pick,
827,46,F,1,3,2,4,3,5,5,3,3,x,,,x,x,,,x,x,,x,x,x,,,,4,,,
828,38,F,25,10,4,5,4,4,4,1,3,x,x,,x,,,,x,,,x,x,,,FunnelChanterelle Chanterelle HornOfPlenty Porcini Leccinum,WoollyMilkcap,5,Equipment Eat,Lookalike Eat ,
829,54,F,13,5,4,3,2,5,3,1,2,x,,,x,x,,,x,,,x,x,x,x,FunnelChanterelle Polyporaceae HygrophorusCamarophyllus Lactarius GypsyMushroom Bolete,Chanterelle  Bolete,3,Pick Sources,Milk,
830,46,F,40,5,4,4,4,4,4,1,4,x,,,x,x,x,,x,x,,x,x,x,,Lactarius LactariusTrivialis LactariusRufus NorthernMilkcap FalseSaffronMilkcap SlimySpikeCap Bolete Porcini FunnelChanterelle,Russula    Chanterelle  Leccinum,5,Milk Pick Unidentified ,Milk Smell,Old
831,61,F,30,10,5,4,4,3,3,3,3,x,,,x,x,x,,,,,,,,,FunnelChanterelle HygrophorusCamarophyllus Russula Lactarius,Hygrophoraceae  Agaricus  Geoglossum,4,Lost Knife ,White Webcap Eat,
832,51,F,15,3,4,4,4,5,3,5,1,,,,,,,x,x,x,,x,x,x,x,Chanterelle HornOfPlenty FunnelChanterelle,GrassGreenRussula   Russula,3,Pick,,FunnelMoss FunnelSlope FunnelSpruce
833,40,F,1,3,2,4,2,4,2,2,1,,x,,,,x,,,x,,x,x,,,FunnelChanterelle,,4,Pick,,
834,53,M,30,4,4,5,4,4,4,5,4,,,,x,,x,,x,x,,x,,x,x,LactariusRufus Lactarius Russula FunnelChanterelle GypsyMushroom,GrassGreenRussula  YellowSwampRussula  Bovista  Lycoperdon  JerseyCowMushroom  SuedeBolete  PoisonPax ,5,Pick,,Familiar
835,40,F,6,3,4,5,4,5,2,1,4,x,,,,,,x,x,,,x,,,x,Lactarius,,4,Pick Lost,Sponge Milk,Chanterelle
836,61,F,30,7,4,4,4,4,5,2,2,x,x,,x,x,,x,x,x,,x,x,x,,FunnelChanterelle HypholomaCapnoides Hygrophoraceae Hydnum Bolete AlbatrellusOvinus Armillaria Russula SlimySpikeCap,Russula  Chanterelle  Lactarius  Bolete  SheathedWoodtuft ,5,Eat Sources Separate Equipment,Poisonous Sources,
837,42,F,35,4,4,4,4,3,4,2,2,,x,,x,x,,,x,x,,x,x,,x,Chanterelle FunnelChanterelle Hydnum,Bolete  Chanterelle  Lactarius,4,Pick,Milk Webcap,Kosteus
838,63,F,20,3,4,4,4,4,4,4,2,x,,,x,,,x,,x,,x,x,,x,FunnelChanterelle HornOfPlenty Chanterelle,Bolete  Chanterelle,3,Milk,,Kosteus Chanterelle
839,59,F,10,4,2,4,4,4,5,2,2,x,x,,,,,,x,x,,,,x,,LactariusRufus LactariusTrivialis FunnelChanterelle,WoollyMilkcap  UglyMilkcap,4,Milk Pick,Milk,Chanterelle Familiar
840,56,F,7,1,2,5,3,4,5,5,4,,,x,,,,,x,x,,x,,,,Porcini,,1,,,
841,52,F,42,5,4,4,4,4,4,2,1,x,,,x,x,,,x,x,,x,x,x,,Bolete Chanterelle Lactarius Tricholoma FunnelChanterelle HornOfPlenty GyromitraEsculenta,Chanterelle Bolete  LactariusTrivialis WoollyMilkcap FunnelChanterelle Lactarius,5,,,Scent
842,33,F,5,3,1,4,3,4,4,1,4,x,,x,x,x,,x,x,x,,x,x,,x,Bolete,Bolete  Chanterelle ,5,Pick One Sources ,BoleteSafe Pick,
843,69,M,10,3,2,4,2,3,4,1,2,,,x,x,,,,,x,,,,x,,Chanterelle,,1,,,
844,67,F,17,2,4,4,3,1,5,4,4,,,,x,,,,x,,,x,x,,,Chanterelle,,4,,,
845,42,M,5,2,2,2,2,4,4,4,2,x,x,,x,,x,,,x,,,,x,,FunnelChanterelle Porcini AlbatrellusOvinus,Chanterelle YellowSwampRussula,5,Equipment,,
846,68,F,50,5,3,4,3,5,5,1,5,x,,,x,,,,x,x,,x,,x,,FunnelChanterelle Lactarius Bolete,Chanterelle Bolete,5,Pick,White Milk,
847,30,F,10,5,4,4,2,2,2,1,1,,,,,,,,x,,,x,x,,,LactariusRufus FunnelChanterelle Leccinum,,4,Pick,Sponge,Sloped Mossy
848,44,F,5,5,3,4,4,4,3,1,1,,x,x,x,x,,,x,x,,x,x,x,,Chanterelle Bolete FunnelChanterelle Russula Lactarius,Chanterelle  Russula  Lactarius Bolete,5,Milk ,Milk,
849,35,F,20,3,4,4,4,4,5,1,2,x,,x,,,,,x,x,,,,,,LactariusTrivialis Russula LactariusRufus Bolete,,5,Pick,,
850,30,M,2,5,4,5,4,2,2,2,4,,x,x,,x,,,x,x,,x,,,x,FunnelChanterelle Russula, GrassGreenRussula,5,Pick ,Webcap,Sloped FunnelMoss FunnelSpruce
851,42,F,5,4,2,4,4,4,2,1,2,x,,,x,x,,,x,x,,x,x,,,FunnelChanterelle SlimySpikeCap LactariusTrivialis Chanterelle Webcap,YellowSwampRussula  JerseyCowMushroom,5,Equipment Tell Pick,Smell White Milk,
852,31,F,1,2,2,4,1,4,5,1,3,,,x,,,,,x,,,x,x,,,FunnelChanterelle,,2,Clean,,
853,51,F,20,3,3,4,4,5,5,5,3,x,,x,x,,x,,x,x,,x,x,x,,Lactarius,Bolete,4,Pick,Sources,
854,45,F,11,3,4,5,4,4,5,5,5,,,x,,,,,x,x,,x,x,,x,FunnelChanterelle CraterellusLutescens,Chanterelle,5,Pick,,FunnelMoss Chanterelle
855,40,F,8,4,3,5,3,5,4,2,4,x,,,,,,,x,x,,,,,,Bolete Lactarius,Bolete  Russula  Lactarius,4,Pick,,Familiar
856,41,M,5,1,1,5,3,4,4,5,4,,,,,,,,,x,,,,,,FunnelChanterelle,Russula,4,Pick,,
857,50,F,2,3,4,5,4,5,4,4,4,x,,,,,,,x,x,,x,,,,FunnelChanterelle,Chanterelle,5,Pick,,
858,42,F,13,2,4,4,3,2,4,5,2,,x,x,x,,,,x,,,x,,x,x,Russula Lactarius Bolete ,Chanterelle  Bolete,5,Pick Milk,Pick Milk,
859,65,F,45,4,4,4,4,5,4,2,1,x,x,,,,x,,x,x,,x,,x,x,Bolete Russula Lactarius,,1,Pick,Milk Ring Terrain Smell,
860,49,F,35,3,5,5,4,5,5,1,4,x,,,x,x,,,x,x,,x,x,,,Chanterelle HornOfPlenty Russula Lactarius FunnelChanterelle Bolete,Russula  Chanterelle  Bolete,4,Pick Clean,,
861,43,F,30,5,5,5,5,5,4,1,3,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Lactarius AlbatrellusOvinus Hydnum,Chanterelle  Bolete  Agaricus,5,Pick Separate,Milk,
862,67,F,22,5,3,3,4,4,3,2,2,x,,x,x,x,,,x,,,,,,,Porcini,Chanterelle,3,Clean,,Familiar
863,33,F,8,3,4,3,4,2,2,1,4,,,,x,x,,x,x,x,,,x,,,Lactarius Bolete Hydnum AlbatrellusOvinus Chanterelle FunnelChanterelle HornOfPlenty Russula GypsyMushroom HygrophorusCamarophyllus,Chanterelle   Bolete    Russula ,5,Clean,Milk BoleteSafe Lookalike Terrain,
864,41,F,15,5,5,4,4,4,3,3,1,x,,,,,,,x,x,x,x,x,x,,FunnelChanterelle Lactarius Russula Bolete AlbatrellusOvinus,Bolete  Chanterelle  HornOfPlenty  ,5,Lost Pick Separate,,
865,34,F,8,5,4,4,4,3,4,4,2,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle,Bolete,4,Pick,Pick,
866,64,F,55,3,4,5,5,4,4,2,5,x,x,,,,,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,5,Pick Sources,Sources,
867,42,F,12,3,4,4,5,2,3,4,3,x,,,x,,,,x,x,,x,x,x,,FunnelChanterelle LactariusRufus RussulaDecolorans Porcini,Lactarius Russula Bolete,2,,,
868,56,F,27,2,4,5,4,4,4,4,5,,,,x,,x,,x,x,,x,x,x,,AlbatrellusOvinus FunnelChanterelle,Chanterelle  WoollyMilkcap,4,Pick White,Milk,
869,57,F,54,4,5,5,4,5,5,2,4,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Bolete CurryMilkcap Hydnum AlbatrellusOvinus Hygrophoraceae,WoollyMilkcap,5,Unidentified Pick,White,Morel
870,58,F,50,3,5,5,5,2,3,2,2,x,,,x,,,,x,x,x,x,x,,x,Porcini AlbatrellusOvinus LactariusTrivialis FunnelChanterelle,Leccinum  GrassGreenRussula  YellowSwampRussula,2,,Milk,
871,39,F,20,3,4,5,4,2,4,4,2,x,,,x,x,x,,x,x,,x,,,,FunnelChanterelle,,5,Pick Separate,Milk,Rufous
872,43,M,4,5,4,2,4,4,3,2,4,,,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Bolete AlbatrellusOvinus,Chanterelle  Bolete   Leccinum,3,Pick,,Old
873,38,M,28,12,5,5,5,2,4,1,3,x,,,x,,x,,x,x,x,x,x,,,LactariusTrivialis FunnelChanterelle Telamonia,,2,Eat ,Milk,
874,44,F,21,5,4,4,4,4,2,1,2,x,,x,x,x,,x,x,x,,x,x,x,x,Russula Lactarius FunnelChanterelle Porcini HornOfPlenty,Lactarius  Chanterelle  Russula,4,Terrain Separate,Eat,
875,42,F,20,5,5,5,4,5,4,3,4,x,x,,,,,,x,x,,x,x,x,x,Porcini FunnelChanterelle,Chanterelle,5,Pick Lost Equipment,Pick,
876,67,F,20,4,5,4,4,3,4,1,3,x,x,,x,,x,,x,x,,x,x,,,Chanterelle FunnelChanterelle Bolete AlbatrellusOvinus Lactarius Hydnum,Bolete  Russula  Chanterelle  ParasolMushroom,4,Pick,Bulb,
877,55,F,45,4,2,4,4,2,5,4,2,x,,,,,,,x,x,,x,x,x,,Lactarius Russula,,5,,Pick One,Familiar
878,52,F,16,2,4,4,4,4,4,4,4,,,,,,,,x,,,x,x,x,,FunnelChanterelle Chanterelle Porcini,Chanterelle  WoollyMilkcap    Lactarius,3,Pick,Pick,
879,59,F,57,10,5,5,4,1,5,1,3,x,x,,x,x,,,x,x,,x,x,x,x,Russula Bolete,Russula  Chanterelle  Bolete,3,Pick,Milk,
880,57,F,30,2,2,2,2,3,5,3,3,x,,,x,,,,x,x,,,x,,,Leccinum,,5,Pick Poisonous Separate,Pick Sponge,
881,46,F,20,2,4,4,4,4,5,4,5,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle Bolete,Cantharellus,5,White,Lookalike,FunnelMoss Chanterelle
882,65,F,30,3,2,4,3,5,5,2,4,x,,,x,,,x,,x,,x,x,x,,FunnelChanterelle Hydnum AlbatrellusOvinus Lactarius,Chanterelle  Bolete  Russula,4,Pick,Milk,
883,56,F,50,4,4,5,4,4,4,3,4,x,,,x,x,,,x,x,,x,x,,,FunnelChanterelle,Porcini Bolete,4,White Pick,,
884,25,F,3,3,2,4,4,4,2,2,4,x,x,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Lactarius Chanterelle,,4,Eat,,
885,37,F,5,2,2,4,2,4,4,2,4,x,x,,,,,,x,x,,,x,x,,Chanterelle Russula Bolete,Chanterelle,2,Pick Familiar,Pick,Scent
886,62,F,30,8,4,4,4,1,4,1,1,x,,,x,,,x,x,x,,x,x,x,x,Bolete FunnelChanterelle HygrophorusCamarophyllus,Chanterelle,3,Pick,Milk,
887,56,M,35,4,5,5,5,2,4,5,2,x,,,,,,,x,x,,x,x,,,Chanterelle FunnelChanterelle Bolete Hydnum,Chanterelle  Hydnum ,5,Knife Equipment,,
888,55,M,45,2,4,4,4,3,2,2,3,x,,,x,x,x,,x,x,,x,x,,,FunnelChanterelle Lactarius Bolete,WoollyMilkcap ,4,Pick,Milk,FunnelSpruce Chanterelle
889,38,F,18,5,5,5,5,2,2,1,4,x,,,x,,,,x,x,,x,x,x,x,FunnelChanterelle SweetTooth Agaricus Hygrophoraceae AlbatrellusOvinus,Russula  UglyMilkcap  Chanterelle  Chaga  SheathedWoodtuft,4,Pick Poisonous White,Milk,Old
890,53,F,33,4,5,5,4,5,4,1,1,x,,x,x,x,,,x,x,,x,x,x,,Cantharellus Russula Lactarius Bolete,Lactarius  Chanterelle  Bolete,5,Pick,,
891,37,F,19,3,4,5,4,5,5,2,4,,,,,,,x,x,x,,x,x,x,x,FunnelChanterelle Porcini,Chanterelle,3,Pick,Pick,
892,51,F,5,1,3,4,2,2,2,2,5,x,,x,x,x,,x,,x,,x,x,x,,FunnelChanterelle Chanterelle AlbatrellusOvinus Russula SweetTooth GypsyMushroom,Chanterelle  Russula  Bolete,5,Pick Terrain Sound ,Pick,FunnelSpruce
893,26,F,4,4,5,5,5,2,2,1,4,x,,,,x,,,x,x,,,,x,,Bolete Lactarius,,4,,,
894,44,F,40,3,4,4,4,4,4,4,3,x,,,x,x,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty FlatBulb,ParasolMushroom  WoollyMilkcap  UglyMilkcap,3,,Milk,
895,57,F,33,6,1,5,5,2,4,3,2,x,x,,x,x,x,x,x,x,x,x,x,x,x,Russula AlbatrellusOvinus FunnelChanterelle Porcini BayBolete SweetTooth CurryMilkcap LactariusTrivialis GypsyMushroom Webcap,Russula Leccinum ,5,Equipment,,Path Spruces
896,43,F,10,3,4,5,4,5,2,4,5,x,,x,x,,,,x,x,,,x,,,Russula,Porcini  WoollyMilkcap,5,Milk,,
897,33,Other,19,4,5,5,5,4,5,2,5,x,,x,x,x,,x,x,x,,x,x,x,x,Porcini Leccinum HornOfPlenty LactariusTrivialis UglyMilkcap CurryMilkcap BloodRedWebcap SurpriseWebcap HygrophorusCamarophyllus AlbatrellusOvinus SweetTooth TerracottaHedgehog RussulaVinosa RussulaPaludosa CrabBrittlegill FunnelChanterelle HypholomaCapnoides,RoughStemmedBolete  Leccinum  YellowSwampRussula  GrassGreenRussula,4,Equipment ,Stockings,Old Mossy FunnelSlope Familiar
898,39,F,8,3,4,3,3,4,4,2,4,x,,,x,x,,,x,x,,x,x,,,FunnelChanterelle Bolete,Chanterelle,4,Pick,,
899,41,F,18,5,4,4,4,2,4,2,2,x,,,x,,x,,x,x,,x,x,,,Russula Lactarius LactariusRufus LactariusTrivialis AlbatrellusOvinus HornOfPlenty TerracottaHedgehog FunnelChanterelle Chanterelle BloodRedWebcap VelvetRollRim Webcap,OrangeBirchBolete    Porcini  Agaricus  GrassGreenRussula    FlyAgaric  ,4,Pick Poisonous Separate,Lookalike Milk,Path FunnelMoss
900,51,F,30,2,3,5,4,5,3,2,4,x,,,x,,,,x,,,,,,,FunnelChanterelle,Bolete,3,Pick,,
901,41,F,10,3,4,5,4,5,4,1,4,x,x,,x,x,,,x,x,,,,x,,Russula Bolete LactariusRufus,Chanterelle,5,Pick Terrain One,BoleteSafe Milk Bulb,Morel
902,55,M,2,3,2,4,4,1,4,5,5,,,,,x,,,x,,,x,x,x,,Russula Lactarius FunnelChanterelle Bolete,Russula  Bolete,5,Pick,None,
903,49,F,40,5,5,5,4,3,2,1,3,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle Bolete Lactarius,Chanterelle,2,Eat ,,Mossy
904,60,F,50,3,5,5,5,4,5,3,4,x,,,x,,,x,x,x,,x,x,x,x,Porcini FunnelChanterelle GypsyMushroom SweetTooth HygrophorusCamarophyllus HornOfPlenty,Chanterelle,4,Pick,Milk,Familiar Morel
905,66,F,25,5,4,4,4,4,4,2,2,,,,x,,x,,x,x,,x,x,x,,Russula FunnelChanterelle Chanterelle Bolete,Chanterelle  Russula Bolete Lactarius,5,Eat,White Webcap,
906,78,M,40,10,4,4,4,3,3,4,3,,,,x,,x,,x,x,,,x,x,,Bolete FunnelChanterelle,Russula,4,Equipment,Terrain,FunnelMoss FunnelSpruce
